padmet_file	pathways	reactions	reactions_with_gene_association	genes	compounds
padmet/GCA_900317835.padmet	170	1361	1016	604	1649
padmet/GCA_900315915.padmet	183	1364	1022	696	1613
padmet/GCA_900318565.padmet	140	1076	740	492	1325
padmet/GCA_900321055.padmet	113	934	676	398	1150
padmet/GCA_900319865.padmet	133	1116	830	506	1417
padmet/GCA_900320235.padmet	141	1101	830	492	1353
padmet/GCA_900320125.padmet	158	1299	969	564	1604
padmet/GCA_900317005.padmet	145	1054	808	550	1269
padmet/GCA_900318825.padmet	139	1134	879	525	1415
padmet/GCA_900316225.padmet	162	1238	927	560	1516
padmet/GCA_900313775.padmet	124	910	610	422	1117
padmet/GCA_900315565.padmet	193	1396	1047	706	1677
padmet/GCA_900316245.padmet	159	1209	867	557	1446
padmet/GCA_900314585.padmet	77	654	473	296	870
padmet/GCA_900313275.padmet	149	1142	816	547	1421
padmet/GCA_900320445.padmet	157	1218	893	568	1476
padmet/GCA_900320025.padmet	145	1167	852	594	1467
padmet/GCA_900321325.padmet	172	1306	950	659	1575
padmet/GCA_900315715.padmet	134	1064	816	514	1320
padmet/GCA_900314995.padmet	201	1429	1061	740	1709
padmet/GCA_900318095.padmet	287	2140	1595	1056	2370
padmet/GCA_900320585.padmet	189	1440	1055	719	1739
padmet/GCA_900322055.padmet	89	821	599	336	1078
padmet/GCA_900318505.padmet	146	1173	915	547	1382
padmet/GCA_900313945.padmet	185	1455	1112	639	1773
padmet/GCA_900321855.padmet	146	1132	858	530	1399
padmet/GCA_900313435.padmet	146	1171	811	515	1465
padmet/GCA_900319465.padmet	129	1047	756	501	1325
padmet/GCA_900321955.padmet	129	1130	787	466	1463
padmet/GCA_900321765.padmet	128	1031	724	488	1268
padmet/GCA_900320035.padmet	78	758	562	294	1028
padmet/GCA_900313285.padmet	40	519	348	178	769
padmet/GCA_900314235.padmet	182	1366	1034	681	1680
padmet/GCA_900314175.padmet	143	1211	891	577	1525
padmet/GCA_900319605.padmet	157	1297	950	535	1584
padmet/GCA_900318415.padmet	130	1103	824	535	1381
padmet/GCA_900314725.padmet	132	982	709	464	1242
padmet/GCA_900318445.padmet	160	1159	822	515	1381
padmet/GCA_900318225.padmet	170	1262	886	617	1539
padmet/GCA_900317545.padmet	201	1429	1034	660	1685
padmet/GCA_900313795.padmet	122	997	721	400	1221
padmet/GCA_900321405.padmet	159	1257	897	656	1547
padmet/GCA_900318165.padmet	138	1098	827	518	1371
padmet/GCA_900314225.padmet	49	603	398	250	889
padmet/GCA_900320325.padmet	140	1018	808	522	1267
padmet/GCA_900321165.padmet	133	1052	752	457	1296
padmet/GCA_900315735.padmet	172	1351	1038	659	1658
padmet/GCA_900320385.padmet	141	1082	795	455	1349
padmet/GCA_900321725.padmet	157	1242	910	547	1526
padmet/GCA_900313525.padmet	143	1136	792	544	1395
padmet/GCA_900321945.padmet	129	1071	743	552	1321
padmet/GCA_900316015.padmet	200	1476	1091	727	1719
padmet/GCA_900319155.padmet	125	1048	769	501	1319
padmet/GCA_900320855.padmet	145	1077	791	553	1348
padmet/GCA_900314645.padmet	184	1315	968	761	1573
padmet/GCA_900318345.padmet	167	1325	988	599	1620
padmet/GCA_900315995.padmet	116	882	630	401	1111
padmet/GCA_900319935.padmet	120	1141	789	479	1438
padmet/GCA_900319375.padmet	132	914	686	439	1118
padmet/GCA_900321235.padmet	177	1305	947	619	1601
padmet/GCA_900314145.padmet	212	1532	1129	744	1805
padmet/GCA_900315475.padmet	131	1216	939	546	1518
padmet/GCA_900316815.padmet	135	1073	797	543	1321
padmet/GCA_900316415.padmet	148	1185	881	603	1492
padmet/GCA_900321515.padmet	123	1053	744	527	1331
padmet/GCA_900321135.padmet	139	1127	795	577	1439
padmet/GCA_900315825.padmet	146	1011	789	475	1196
padmet/GCA_900315335.padmet	138	1072	772	491	1328
padmet/GCA_900321835.padmet	160	1215	859	471	1499
padmet/GCA_900322015.padmet	170	1249	900	609	1507
padmet/GCA_900316145.padmet	176	1324	974	646	1625
padmet/GCA_900317765.padmet	139	1054	746	559	1333
padmet/GCA_900318295.padmet	132	1144	866	498	1357
padmet/GCA_900314005.padmet	167	1371	1048	638	1694
padmet/GCA_900316655.padmet	171	1310	929	697	1603
padmet/GCA_900320765.padmet	110	938	650	400	1179
padmet/GCA_900313145.padmet	153	1150	798	493	1415
padmet/GCA_900315465.padmet	149	1126	850	546	1359
padmet/GCA_900317395.padmet	147	1178	883	546	1428
padmet/GCA_900315095.padmet	180	1363	1032	682	1672
padmet/GCA_900319165.padmet	172	1318	981	623	1577
padmet/GCA_900321865.padmet	108	865	643	363	1100
padmet/GCA_900315865.padmet	164	1228	918	552	1504
padmet/GCA_900318085.padmet	143	1248	936	567	1531
padmet/GCA_900314425.padmet	145	1179	862	520	1461
padmet/GCA_900320545.padmet	149	1090	757	499	1335
padmet/GCA_900313205.padmet	132	1066	769	450	1327
padmet/GCA_900320145.padmet	151	1319	983	565	1608
padmet/GCA_900314525.padmet	157	1290	1007	612	1549
padmet/GCA_900319475.padmet	164	1248	904	595	1517
padmet/GCA_900319415.padmet	152	1193	871	511	1469
padmet/GCA_900319175.padmet	145	1189	876	585	1464
padmet/GCA_900318975.padmet	65	612	399	259	832
padmet/GCA_900319825.padmet	143	1087	788	481	1325
padmet/GCA_900316565.padmet	176	1299	944	576	1538
padmet/GCA_900317095.padmet	181	1398	1032	619	1687
padmet/GCA_900321895.padmet	120	944	711	414	1187
padmet/GCA_900321015.padmet	121	1055	780	472	1321
padmet/GCA_900321215.padmet	155	1243	955	541	1506
padmet/GCA_900319985.padmet	72	793	664	478	1070
padmet/GCA_900319345.padmet	148	1295	941	537	1636
padmet/GCA_900320485.padmet	163	1299	949	628	1609
padmet/GCA_900314095.padmet	169	1291	981	632	1552
padmet/GCA_900314505.padmet	168	1394	1073	621	1701
padmet/GCA_900318605.padmet	79	781	572	304	1057
padmet/GCA_900315535.padmet	145	1158	857	588	1422
padmet/GCA_900314635.padmet	76	875	683	501	1172
padmet/GCA_900318625.padmet	162	1222	904	557	1445
padmet/GCA_900313415.padmet	145	1175	903	539	1383
padmet/GCA_900314855.padmet	160	1391	1070	563	1698
padmet/GCA_900322215.padmet	108	869	602	350	1126
padmet/GCA_900318205.padmet	169	1326	991	616	1631
padmet/GCA_900321245.padmet	156	1190	878	556	1398
padmet/GCA_900316345.padmet	140	1159	826	550	1511
padmet/GCA_900317075.padmet	72	791	579	433	1052
padmet/GCA_900314025.padmet	190	1333	977	617	1563
padmet/GCA_900317705.padmet	135	1106	782	507	1371
padmet/GCA_900319955.padmet	45	547	382	230	825
padmet/GCA_900313685.padmet	132	1117	823	509	1378
padmet/GCA_900322165.padmet	129	1091	730	493	1382
padmet/GCA_900320425.padmet	57	624	432	247	912
padmet/GCA_900316125.padmet	138	1030	742	482	1270
padmet/GCA_900314655.padmet	194	1413	1052	741	1713
padmet/GCA_900314295.padmet	190	1378	1028	700	1619
padmet/GCA_900313575.padmet	51	561	372	231	860
padmet/GCA_900315665.padmet	164	1134	798	577	1353
padmet/GCA_900313195.padmet	67	667	530	358	895
padmet/GCA_900319585.padmet	145	1040	790	551	1239
padmet/GCA_900320315.padmet	152	1265	975	557	1458
padmet/GCA_900319335.padmet	129	1071	790	484	1315
padmet/GCA_900315975.padmet	144	1233	956	608	1535
padmet/GCA_900316705.padmet	124	1112	835	508	1406
padmet/GCA_900319045.padmet	155	1235	887	513	1571
padmet/GCA_900320065.padmet	112	907	629	382	1180
padmet/GCA_900316835.padmet	154	1238	924	539	1505
padmet/GCA_900313455.padmet	127	1093	793	478	1391
padmet/GCA_900316005.padmet	126	1085	813	477	1346
padmet/GCA_900317185.padmet	156	1183	891	586	1455
padmet/GCA_900319765.padmet	116	1020	758	491	1293
padmet/GCA_900314125.padmet	149	1132	828	547	1441
padmet/GCA_900315355.padmet	79	963	753	497	1287
padmet/GCA_900317265.padmet	140	1148	842	558	1426
padmet/GCA_900315385.padmet	154	1200	901	571	1450
padmet/GCA_900315645.padmet	163	1232	932	554	1457
padmet/GCA_900318775.padmet	183	1340	981	587	1643
padmet/GCA_900313355.padmet	70	668	460	255	925
padmet/GCA_900320725.padmet	135	1084	786	469	1339
padmet/GCA_900319525.padmet	161	1327	990	588	1635
padmet/GCA_900314445.padmet	154	1266	1001	553	1519
padmet/GCA_900317655.padmet	194	1453	1060	647	1753
padmet/GCA_900322145.padmet	119	973	729	461	1214
padmet/GCA_900313695.padmet	96	863	610	370	1087
padmet/GCA_900313125.padmet	108	942	696	409	1168
padmet/GCA_900321935.padmet	136	1044	748	438	1289
padmet/GCA_900315395.padmet	146	1207	963	594	1426
padmet/GCA_900317695.padmet	136	1081	801	514	1323
padmet/GCA_900315845.padmet	105	898	656	393	1143
padmet/GCA_900321275.padmet	170	1255	889	610	1545
padmet/GCA_900318545.padmet	145	1117	838	540	1383
padmet/GCA_900317175.padmet	167	1297	959	563	1553
padmet/GCA_900320645.padmet	130	1088	807	499	1354
padmet/GCA_900321815.padmet	128	1136	868	516	1341
padmet/GCA_900320455.padmet	152	1236	911	617	1556
padmet/GCA_900317155.padmet	149	1244	927	583	1545
padmet/GCA_900321785.padmet	153	1197	874	559	1489
padmet/GCA_900321375.padmet	150	1179	817	616	1492
padmet/GCA_900316315.padmet	162	1241	926	579	1502
padmet/GCA_900321205.padmet	130	1014	748	423	1228
padmet/GCA_900319005.padmet	132	1068	787	426	1327
padmet/GCA_900314665.padmet	170	1229	909	560	1493
padmet/GCA_900319795.padmet	151	1097	854	513	1360
padmet/GCA_900319255.padmet	138	1123	845	508	1345
padmet/GCA_900319995.padmet	136	1096	796	453	1339
padmet/GCA_900318355.padmet	146	1120	799	484	1367
padmet/GCA_900318485.padmet	174	1292	958	606	1533
padmet/GCA_900318865.padmet	156	1142	822	517	1412
padmet/GCA_900319705.padmet	150	1257	1001	562	1437
padmet/GCA_900314455.padmet	171	1277	944	579	1531
padmet/GCA_900317515.padmet	171	1280	943	655	1558
padmet/GCA_900316445.padmet	196	1437	1047	775	1721
padmet/GCA_900314195.padmet	171	1281	955	592	1554
padmet/GCA_900320675.padmet	121	1007	748	416	1237
padmet/GCA_900313505.padmet	125	1052	740	443	1350
padmet/GCA_900321175.padmet	134	1103	822	463	1345
padmet/GCA_900315765.padmet	194	1435	1066	753	1710
padmet/GCA_900321965.padmet	154	1251	901	587	1560
padmet/GCA_900319725.padmet	163	1262	938	520	1505
padmet/GCA_900320095.padmet	145	1113	827	585	1387
padmet/GCA_900313705.padmet	161	1241	900	567	1519
padmet/GCA_900315145.padmet	159	1314	1005	588	1485
padmet/GCA_900315515.padmet	177	1359	1040	658	1648
padmet/GCA_900317045.padmet	164	1236	922	625	1468
padmet/GCA_900316455.padmet	134	1089	795	540	1370
padmet/GCA_900320665.padmet	142	1127	806	479	1349
padmet/GCA_900315005.padmet	164	1316	951	662	1638
padmet/GCA_900317435.padmet	173	1314	1015	651	1579
padmet/GCA_900313375.padmet	155	1180	848	532	1478
padmet/GCA_900317615.padmet	159	1128	884	619	1345
padmet/GCA_900314605.padmet	78	776	637	476	1012
padmet/GCA_900321635.padmet	139	1109	796	480	1370
padmet/GCA_900320175.padmet	130	1057	789	498	1332
padmet/GCA_900313295.padmet	108	962	662	366	1242
padmet/GCA_900317505.padmet	172	1375	1058	618	1649
padmet/GCA_900317605.padmet	157	1258	904	534	1567
padmet/GCA_900319685.padmet	141	1134	800	501	1387
padmet/GCA_900314035.padmet	157	1365	1036	557	1675
padmet/GCA_900315025.padmet	153	1268	920	598	1592
padmet/GCA_900321575.padmet	135	977	710	439	1221
padmet/GCA_900322045.padmet	117	968	667	418	1301
padmet/GCA_900319655.padmet	113	1001	728	439	1265
padmet/GCA_900313605.padmet	130	1022	732	439	1253
padmet/GCA_900316535.padmet	131	1089	816	530	1353
padmet/GCA_900319105.padmet	133	1054	788	449	1307
padmet/GCA_900314075.padmet	139	1086	777	562	1366
padmet/GCA_900313635.padmet	123	933	746	516	1144
padmet/GCA_900315075.padmet	197	1474	1100	776	1754
padmet/GCA_900318575.padmet	138	1102	799	498	1344
padmet/GCA_900313805.padmet	160	1159	811	486	1395
padmet/GCA_900318175.padmet	140	1143	867	525	1468
padmet/GCA_900317145.padmet	161	1283	973	567	1546
padmet/GCA_900318395.padmet	198	1383	1008	740	1642
padmet/GCA_900313645.padmet	68	646	526	415	864
padmet/GCA_900319065.padmet	166	1234	914	614	1475
padmet/GCA_900316985.padmet	193	1412	1047	758	1688
padmet/GCA_900318265.padmet	147	1192	882	541	1477
padmet/GCA_900318105.padmet	123	982	672	424	1237
padmet/GCA_900321675.padmet	126	1041	742	436	1291
padmet/GCA_900320075.padmet	147	1090	864	587	1345
padmet/GCA_900315245.padmet	149	1193	883	553	1477
padmet/GCA_900315195.padmet	149	1162	868	556	1419
padmet/GCA_900321155.padmet	142	1110	815	510	1348
padmet/GCA_900318675.padmet	175	1294	959	700	1563
padmet/GCA_900316905.padmet	145	1199	898	568	1472
padmet/GCA_900317905.padmet	142	1190	858	537	1465
padmet/GCA_900315705.padmet	152	1195	894	547	1486
padmet/GCA_900315835.padmet	187	1369	1010	645	1619
padmet/GCA_900313835.padmet	134	1096	801	494	1401
padmet/GCA_900320945.padmet	135	1111	802	493	1436
padmet/GCA_900320875.padmet	149	1139	815	522	1358
padmet/GCA_900314395.padmet	139	1084	794	484	1338
padmet/GCA_900314515.padmet	161	1364	1051	644	1689
padmet/GCA_900316435.padmet	141	1113	833	573	1383
padmet/GCA_900319225.padmet	163	1190	866	554	1455
padmet/GCA_900313305.padmet	116	1028	753	444	1309
padmet/GCA_900320155.padmet	152	1227	902	529	1512
padmet/GCA_900314325.padmet	67	699	565	378	923
padmet/GCA_900319275.padmet	138	1124	804	561	1429
padmet/GCA_900316485.padmet	152	1170	881	542	1411
padmet/GCA_900316035.padmet	112	899	635	388	1193
padmet/GCA_900321625.padmet	165	1265	953	546	1542
padmet/GCA_900318715.padmet	143	1099	792	527	1387
padmet/GCA_900314205.padmet	139	1078	781	569	1354
padmet/GCA_900321125.padmet	145	1129	849	591	1433
padmet/GCA_900316595.padmet	47	340	239	262	482
padmet/GCA_900319855.padmet	150	1163	848	523	1419
padmet/GCA_900319485.padmet	152	1151	847	519	1404
padmet/GCA_900320805.padmet	143	1244	878	530	1566
padmet/GCA_900320935.padmet	114	1025	698	459	1334
padmet/GCA_900315425.padmet	153	1250	972	574	1494
padmet/GCA_900314685.padmet	152	1048	828	582	1288
padmet/GCA_900313845.padmet	148	1135	834	527	1415
padmet/GCA_900319895.padmet	135	1019	742	432	1239
padmet/GCA_900314405.padmet	100	824	647	450	1080
padmet/GCA_900317855.padmet	135	1084	759	488	1374
padmet/GCA_900315285.padmet	170	1313	993	629	1603
padmet/GCA_900317775.padmet	141	1101	811	508	1362
padmet/GCA_900320835.padmet	154	1254	914	581	1489
padmet/GCA_900320405.padmet	42	575	421	186	821
padmet/GCA_900317725.padmet	185	1320	985	640	1580
padmet/GCA_900314355.padmet	119	957	659	469	1292
padmet/GCA_900314575.padmet	148	1104	857	546	1323
padmet/GCA_900320495.padmet	132	1059	760	431	1322
padmet/GCA_900314935.padmet	190	1373	1030	687	1657
padmet/GCA_900314555.padmet	163	1321	1022	614	1587
padmet/GCA_900316915.padmet	135	1125	824	567	1478
padmet/GCA_900317865.padmet	68	814	633	468	1115
padmet/GCA_900317285.padmet	124	1051	770	447	1313
padmet/GCA_900318045.padmet	185	1477	1103	739	1779
padmet/GCA_900315455.padmet	204	1513	1130	827	1816
padmet/GCA_900314105.padmet	157	1221	943	609	1439
padmet/GCA_900315215.padmet	76	789	637	474	1040
padmet/GCA_900316995.padmet	149	1085	773	482	1316
padmet/GCA_900316845.padmet	142	1062	762	471	1296
padmet/GCA_900315295.padmet	141	1131	842	483	1357
padmet/GCA_900317495.padmet	168	1280	940	568	1543
padmet/GCA_900315365.padmet	187	1385	1033	673	1700
padmet/GCA_900313855.padmet	138	1103	806	470	1317
padmet/GCA_900319365.padmet	142	1066	808	468	1304
padmet/GCA_900321585.padmet	138	1033	756	450	1282
padmet/GCA_900320105.padmet	175	1348	985	662	1628
padmet/GCA_900317215.padmet	127	1049	812	480	1298
padmet/GCA_900316505.padmet	186	1340	1006	644	1653
padmet/GCA_900313615.padmet	175	1313	957	599	1609
padmet/GCA_900317565.padmet	190	1445	1073	777	1739
padmet/GCA_900315495.padmet	158	1273	989	629	1575
padmet/GCA_900313735.padmet	111	963	712	474	1227
padmet/GCA_900316355.padmet	179	1332	1001	594	1622
padmet/GCA_900321395.padmet	116	1002	714	441	1257
padmet/GCA_900314285.padmet	130	1219	924	543	1484
padmet/GCA_900320535.padmet	137	1013	750	522	1253
padmet/GCA_900315275.padmet	123	1019	742	527	1306
padmet/GCA_900321745.padmet	148	1057	805	548	1282
padmet/GCA_900318965.padmet	125	1000	689	421	1268
padmet/GCA_900316755.padmet	153	1083	760	530	1335
padmet/GCA_900315955.padmet	186	1378	1029	659	1607
padmet/GCA_900320355.padmet	163	1167	883	654	1440
padmet/GCA_900320225.padmet	185	1372	1022	765	1648
padmet/GCA_900319745.padmet	148	1217	942	568	1524
padmet/GCA_900315225.padmet	167	1366	1028	767	1700
padmet/GCA_900317205.padmet	128	1089	816	513	1370
padmet/GCA_900320685.padmet	151	1081	790	511	1359
padmet/GCA_900319755.padmet	143	1184	898	516	1409
padmet/GCA_900321505.padmet	166	1258	921	581	1514
padmet/GCA_900315325.padmet	181	1362	1001	685	1658
padmet/GCA_900320605.padmet	130	1174	845	527	1496
padmet/GCA_900314365.padmet	164	1251	915	573	1524
padmet/GCA_900316615.padmet	141	1119	845	500	1366
padmet/GCA_900316305.padmet	137	1133	837	543	1420
padmet/GCA_900320845.padmet	146	1083	789	446	1324
padmet/GCA_900317525.padmet	125	1026	702	427	1297
padmet/GCA_900314015.padmet	166	1215	885	559	1450
padmet/GCA_900318015.padmet	183	1358	1023	702	1611
padmet/GCA_900319385.padmet	170	1261	925	550	1544
padmet/GCA_900321645.padmet	55	582	371	235	827
padmet/GCA_900320965.padmet	157	1182	837	549	1438
padmet/GCA_900317635.padmet	146	1126	829	488	1407
padmet/GCA_900313515.padmet	122	1090	805	436	1362
padmet/GCA_900318305.padmet	159	1244	921	563	1513
padmet/GCA_900321035.padmet	171	1343	1019	635	1620
padmet/GCA_900313745.padmet	139	1187	843	529	1532
padmet/GCA_900316775.padmet	180	1329	1007	744	1601
padmet/GCA_900316795.padmet	154	1211	858	519	1489
padmet/GCA_900321975.padmet	109	1007	732	408	1285
padmet/GCA_900315615.padmet	174	1350	1022	578	1626
padmet/GCA_900321705.padmet	150	1227	950	526	1503
padmet/GCA_900314965.padmet	166	1331	966	634	1658
padmet/GCA_900313395.padmet	138	1076	753	491	1300
padmet/GCA_900316085.padmet	126	1092	822	530	1378
padmet/GCA_900320625.padmet	169	1344	989	544	1615
padmet/GCA_900322075.padmet	199	1458	1047	805	1783
padmet/GCA_900316725.padmet	141	1081	759	521	1316
padmet/GCA_900313815.padmet	39	421	338	213	643
padmet/GCA_900319125.padmet	137	1094	844	505	1402
padmet/GCA_900316055.padmet	140	1077	783	493	1348
padmet/GCA_900315795.padmet	101	829	595	368	1099
padmet/GCA_900316695.padmet	125	1065	805	544	1338
padmet/GCA_900315115.padmet	197	1445	1072	742	1736
padmet/GCA_900319445.padmet	159	1237	914	529	1525
padmet/GCA_900318125.padmet	120	1050	769	477	1304
padmet/GCA_900317105.padmet	182	1361	1017	651	1560
padmet/GCA_900314495.padmet	200	1363	994	687	1608
padmet/GCA_900318945.padmet	162	1255	923	619	1569
padmet/GCA_900313365.padmet	148	1146	779	511	1427
padmet/GCA_900322195.padmet	163	1214	859	549	1479
padmet/GCA_900321605.padmet	132	1069	787	432	1320
padmet/GCA_900319145.padmet	174	1285	955	577	1511
padmet/GCA_900317805.padmet	142	1138	845	533	1426
padmet/GCA_900320435.padmet	151	1123	843	532	1416
padmet/GCA_900314155.padmet	143	1184	860	574	1475
padmet/GCA_900317235.padmet	177	1246	928	615	1536
padmet/GCA_900318655.padmet	245	1864	1340	823	2085
padmet/GCA_900316295.padmet	170	1256	945	587	1514
padmet/GCA_900313995.padmet	162	1317	1010	562	1593
padmet/GCA_900316405.padmet	146	1152	864	539	1435
padmet/GCA_900317275.padmet	155	1216	906	560	1453
padmet/GCA_900315545.padmet	162	1255	943	531	1530
padmet/GCA_900319915.padmet	155	1113	774	434	1264
padmet/GCA_900313565.padmet	143	999	743	490	1210
padmet/GCA_900318615.padmet	155	1101	861	593	1344
padmet/GCA_900313215.padmet	150	1096	821	497	1354
padmet/GCA_900314275.padmet	181	1422	1051	669	1734
padmet/GCA_900317355.padmet	142	1028	794	555	1237
padmet/GCA_900322035.padmet	172	1195	857	529	1424
padmet/GCA_900322065.padmet	136	1107	816	507	1372
padmet/GCA_900319945.padmet	116	1012	759	501	1259
padmet/GCA_900316635.padmet	70	839	657	457	1162
padmet/GCA_900318315.padmet	160	1247	898	537	1476
padmet/GCA_900315775.padmet	171	1281	952	582	1557
padmet/GCA_900318585.padmet	186	1366	988	677	1652
padmet/GCA_900315185.padmet	183	1390	1040	625	1662
padmet/GCA_900316805.padmet	159	1198	893	564	1440
padmet/GCA_900316375.padmet	168	1276	994	607	1492
padmet/GCA_900316745.padmet	169	1277	909	607	1564
padmet/GCA_900317785.padmet	140	1128	839	517	1410
padmet/GCA_900318465.padmet	150	1213	905	553	1529
padmet/GCA_900316685.padmet	184	1354	1014	657	1646
padmet/GCA_900316895.padmet	74	724	585	473	950
padmet/GCA_900318025.padmet	139	1139	822	525	1464
padmet/GCA_900316205.padmet	156	1235	890	594	1559
padmet/GCA_900313185.padmet	72	742	554	280	998
padmet/GCA_900313925.padmet	157	1268	894	529	1539
padmet/GCA_900321365.padmet	146	1099	755	515	1339
padmet/GCA_900316675.padmet	138	1098	804	476	1338
padmet/GCA_900313175.padmet	101	671	493	352	832
padmet/GCA_900320865.padmet	120	967	711	415	1216
padmet/GCA_900313595.padmet	152	1199	877	630	1425
padmet/GCA_900317375.padmet	180	1289	919	666	1561
padmet/GCA_900317735.padmet	174	1417	1022	722	1737
padmet/GCA_900319085.padmet	155	1274	950	608	1576
padmet/GCA_900322135.padmet	149	1248	911	550	1541
padmet/GCA_900316325.padmet	176	1337	1004	623	1621
padmet/GCA_900319435.padmet	156	1306	987	561	1595
padmet/GCA_900318735.padmet	158	1164	848	563	1442
padmet/GCA_900321095.padmet	137	1143	848	527	1377
padmet/GCA_900321925.padmet	132	1114	808	535	1390
padmet/GCA_900320785.padmet	137	1054	766	445	1297
padmet/GCA_900318155.padmet	151	1125	848	495	1366
padmet/GCA_900313665.padmet	160	1173	848	539	1454
padmet/GCA_900321385.padmet	140	1168	855	541	1422
padmet/GCA_900316175.padmet	165	1237	963	596	1423
padmet/GCA_900320525.padmet	137	1096	787	499	1337
padmet/GCA_900321775.padmet	133	1028	724	431	1283
padmet/GCA_900318145.padmet	157	1288	969	656	1574
padmet/GCA_900321455.padmet	151	1198	878	519	1430
padmet/GCA_900322085.padmet	118	1016	708	477	1288
